अकर्ता,00002227,
अकर्मक,00011658,
अकलात्मक,00002823,
अकल्पनीय,00002236,
अकल्पित,00000576,
अकल्याणकारक,00003180,
अकल्याणकारी,00000836,00004054,
अकस्मात,00000576,
अकारण,00016785,
अकारान्त,00014723,
अकार्बनी,00034767,
अकार्यक्षम,00000023,
अकालज,00002256,
अकालिक,00002257,
अकिंचन,00002265,
अकुतोभय,00002964,
अकुलज,00002271,
अकुशल,00000022,
अकृत्रिम,00002288,
अकृषित,00025082,
अकौटुंबिक,00000872,
अक्कडबाज,00008476,
अक्करमाशा,00005592,
अक्करमाशी,00005592,
अक्कलवान,00001446,
अक्रमिक,00002040,
अक्रोधी,00002945,
अक्लांत,00001107,
अक्षत,00002312,
अक्षम,00003255,
अक्षम्य,00002315,
अक्षय,00002136,
अक्षर,00002136,
अक्षरशत्रू,00002517,
अक्षरशून्य,00002517,
अक्षरी,00037284,
अक्षीय,00014695,
अक्षुण्ण,00002313,
अखंड,00002313,00011695,00002328,
अखंडनीय,00001612,
अखंडित,00013547,
अखंड्य,00001612,
अखत्यारी,00015356,
अखाद्य,00002334,
अखिल,00012313,
अखेरचा,00002079,00013471,
अखेरीला_पोचलेला,00013471,
अख्खा,00011695,00006726,00012313,
अगडबंब,00002603,
अगणित,00002280,
अगण्य,00002280,
अगतिक,00000036,
अगत्यपूर्ण,00053488,
अगम्य,00023051,
अगांतुक,00016003,
अगाध,00002350,00002403,
अगोचर,00002386,00006358,
अगोड,
अगोदरचा,00027474,
अग्निज,00021008,
अग्निवर्धक,00038443,
अग्निशामक,00010696,
अग्नीसंस्कार_न_झालेला,00015295,
अग्रगण्य,00035765,
अग्रज,00007098,
अग्रभागीचा,00002366,
अग्रहणीय,00014911,
अग्राह्य,00014911,
अग्रेसर,00001362,00013859,
अघटित,00002662,00002282,
अघरी,00014967,
अघोचर,00006358,
अघोषित,00012279,
अचंबित,00005089,
अचकट_विचकट,00003186,
अचकटविचकट,00010710,00006851,
अचपळ,00001331,
अचरट,00051604,
अचरबीयुक्त,00005406,
अचल,00002341,00002422,00006944,
अचिंतनीय,00023273,
अचिंत्य,00023273,
अचिन्हांकित,00031128,
अचिन्हित,00031128,
अचुंबकीय,00051021,
अचूक,00054028,00054029,00013583,
अचेतन,00002442,00002443,00009595,
अच्युत,00014979,
अछिद्र,00005809,
अछिद्रर्शी,00016501,
अछिद्रान्वेषी,00016501,
अजगरी,00014992,
अजन्मा,00000001,
अजब,00002662,
अजर,00002483,
अजरामर,00051022,
अजस्त्र,00002603,
अजस्र,00002603,
अजागळ,00000026,
अजाण,00002489,
अजातशत्रू,00002214,
अजाती,00015022,
अजानबाहु,00010738,
अजिंक्य,00002481,
अजिज्ञासू,00001417,
अजित,00002327,
अजितेंद्रिय,00016786,
अजून,00035455,
अजेय,00002481,
अजोड,00002290,
अज्ञात,00002489,00002490,
अज्ञानी,00000027,00005967,
अज्ञेय,00002351,
अज्वलशील,00015293,
अज्वालाग्राही,00015293,
अटक_केलेला,00026608,
अटकलेला,00002536,
अटळ,00002548,
अठरा,00013043,
अठरावा,00013733,
अठ्ठावन्न,00015093,
अठ्ठावन्नावा,00015097,
अठ्ठाविसावा,00013758,
अठ्ठावीस,00013757,
अठ्ठेचाळ,00013810,
अठ्ठेचाळिसावा,00013811,
अठ्ठेचाळीस,00013810,
अठ्ठेताळ,00013810,
अठ्ठेताळीस,00013810,
अठ्ठ्याऐंशी,00015100,
अठ्ठ्याऐंशीवा,00015780,
अठ्ठ्याण्णव,00015094,
अठ्ठ्याहत्तर,00015107,
अठ्ठ्येचाळ,00013810,
अठ्ठ्येचाळीस,00013810,
अडकलेला,00002536,00002538,00029322,00034451,
अडचण_नसलेला,00002212,
अडतिसावा,00013786,
अडतीस,00013784,
अडदांड,00006358,
अडलेला,00034451,
अडस,00005424,
अडाणी,00000027,00002517,
अडीच,00002591,00015152,
अडीचशे,00034192,
अडुसष्ट,00015138,
अडुसष्टावा,00015140,
अडेल,00000545,
अडेलतट्टू,00002580,00000545,
अढळ,00000918,00002422,00002433,
अणकुचीदार,00006571,
अण्विक,00034340,
अतर्क,00002412,
अतर्क्य,00002600,00023070,
अतल्लीन,00001796,
अतांत्रिक,00002082,
अतार्किक,00002412,
अति_विशाल,00010793,
अति_सूक्ष्म,00002622,
अतिउत्साही,00035659,
अतिक्रमित,00002607,
अतिक्रांत,00003299,
अतिपक्व,00010731,
अतिरिक्त,00002103,00034372,00034373,
अतिरेकी,00026609,
अतिशय,00002403,00002090,
अतिशय_मळका,00015579,
अतिशय_व्यस्त,00028863,
अतिशयोक्त,00035658,
अतिसुंदर,00030421,
अतींद्रिय,00002386,
अतीच_धाडसी,00005881,
अतीच_साहसी,00005881,
अतुल,00002631,
अतुलनीय,00002290,00002631,
अतुल्य,00002631,
अतृप्त,00002633,
अतोनात,00002090,00011240,
अत्तरादि_लावलेला,00017646,
अत्यंत_मजबूत,00030201,
अत्यंत_व्यस्त,00028863,
अत्यंत_सुंदर,00010245,
अत्यल्प,00002637,
अत्याचारी,00002640,
अत्याधुनिक,00021082,
अत्यावश्यक,00000351,
अत्युच्च,00035652,
अत्युत्तम,00007438,
अथक,00015243,
अथांग,00002350,
अदंडनीय,00015260,
अदंडित,00015262,
अदंड्य,00015260,
अदत्त,00015264,
अदम्य,00002505,
अदहनीय,00007319,
अदावती,00015284,
अदावत्या,00015284,
अदाहक,00015293,
अदाह्य,00007319,
अदूरदर्शी,00002679,
अदूरदृष्टी,00002679,
अदृश्य,00002680,
अदृष्ट,00002680,
अदेय,00002685,
अद्भुत,00002662,
अद्ययावत,00003064,
अद्रावणीय,00010706,
अद्राव्य,00010706,
अद्रोही,00015315,
अद्वातद्वा,00010710,
अद्वितीय,00002290,
अद्वैतवादी,00021042,
अद्वैती,00002694,
अधःपातकारक,00000765,
अधम,00002417,00002698,00002702,
अधर,00015327,
अधर्मी,00000542,
अधार्मिक,00002718,
अधाशी,00000656,
अधिक,00002403,
अधिकांश,00028616,
अधिकाधिक,00011028,
अधिकार_नसलेला,00016235,
अधिकारच्युत,00012552,
अधिकारप्राप्त,00034768,
अधिकारभ्रष्ट,00012552,
अधिकारयुक्त,00001810,
अधिकारहीन,00000767,
अधिकाराचा,00001810,
अधिकारात_असलेला,00015362,
अधिकारी,00002745,00001810,00008518,
अधिकार्‍याचा,00022572,
अधिकार्‍यासारखा,00022569,
अधिकृत,00010708,
अधिपती,00054044,
अधीन,00008005,00015851,
अधीनस्थ,00002773,
अधीर,00002779,00002781,00002782,
अधुपा,00016628,
अधुरा,00001113,
अधुवा,00016628,
अधू,00000160,
अधोगत,00001363,
अधोगतीकारक,00000765,
अधोगामी,00012768,00012767,00000766,
अधोमुख,00012766,
अधोमुखी,00012766,
अधोरेखित,00023837,
अधोवदन,00012766,
अध्यक्षीय,00021083,
अध्ययनशील,00015892,
अध्यात्मज्ञाता,00002277,
अध्यात्मज्ञानी,00002277,
अध्यात्मिक,00003421,
अध्याहृत,00015910,
अनंत,00002137,00002138,
अनघ,00001917,
अनघड,00001772,
अनतिक्रमित,00001568,
अनतिक्रांत,00001568,
अनधिकृत,00015364,
अननसाचा,00016238,
अननसासारखा,00016239,
अननुभवी,00000021,
अनन्य,00054224,
अनन्यसाधारण,00002500,
अनन्वित,00002138,
अनपेक्ष,00016283,
अनपेक्षित,00000576,00002237,
अनभिज्ञ,00002489,00002490,00038456,00021341,
अनभिप्रेत,00016297,
अनभ्यस्त,00002989,
अनमोल,00002850,00002851,
अनर्जित,00016372,
अनर्थकारी,00002926,
अनर्थनाशी,00016381,
अनलंकृत,00002286,
अनलमुख,00016396,
अनलस,00006020,
अनवधानी,00018056,
अनवरत,00006306,
अनवाणी,00018857,
अनश्वर,00002136,
अनाकर्षक,00024661,
अनाकलनीय,00016286,00023051,
अनागोंदी,00051038,
अनाघ्रात,00004402,00022289,00022323,
अनाचारी,00001364,00002640,00003710,
अनाच्छादित,00000893,
अनात्म,00016596,
अनाथ,00000035,00016606,00016424,
अनाथनाथ,00016607,
अनाथबंधु,00016607,
अनादरणीय,00016609,
अनादी,00010709,
अनादृत,00016614,
अनामिक,00052721,
अनामी,00021176,00021177,
अनारक्षित,00000980,
अनारोग्यकर,00028618,
अनावरित,00027395,
अनावर्ती,00016669,
अनावश्यक,00003683,
अनावृत,00000893,00051039,
अनावृत_केलेला,00004041,
अनावृत्त,00016671,00016669,
अनाश्रमी,00016673,
अनासक्त,00002249,00003471,
अनाहत,00002312,
अनाहारी,00016692,
अनाहूत,00000576,00016003,
अनिंद्य,00016419,00016418,
अनिकेत,00002384,
अनिच्छ,00002844,
अनिच्छित,00002434,
अनिच्छुक,00002844,
अनित्य,00000935,
अनिद्र,00016767,
अनिमिष,00007873,
अनिमेष,00007873,
अनिमेषदृष्टी,00016254,
अनियंत्रित,00011765,
अनियत,00002677,
अनियमित,00016787,00002677,
अनिर्जन,00017925,
अनिर्णीत,00007163,
अनिर्धारित,00016796,
अनिर्वचनीय,00002220,
अनिर्वाच्य,00002220,
अनिर्वाह्य,00016797,
अनिवार्य,00002248,00004004,00016833,
अनिश्चित,00001480,00002677,00016796,
अनिश्चितकालीन,00035841,
अनिषिद्ध,00000898,
अनिष्ट,00003180,
अनिष्टसूचक,00016850,
अनीतीचा,00000542,
अनीश,00017328,
अनुकरणशील,00017342,
अनुकरणीय,00003393,00016975,
अनुकारी,00029862,
अनुकूल,00000579,
अनुकूलित,00017362,
अनुकृत,00000140,
अनुक्त,00015985,
अनुगृहित,00010718,
अनुचित,00002039,00024923,
अनुच्चारित,00015985,
अनुच्छिष्ट,00015040,
अनुज,00005422,
अनुज्ञा_मिळालेला,00000557,
अनुतप्त,00017746,00017427,
अनुतराईशील,00022279,
अनुतापी,00017746,00017427,
अनुत्तरित,00017431,00000699,
अनुत्तीर्ण,00000083,
अनुत्पादक,00035461,
अनुत्पादित,00022588,
अनुत्साही,00002233,
अनुद्विग्न,00002439,
अनुनासिक,00010420,
अनुपचारित,00025502,
अनुपम,00002290,
अनुपयोगी,00002253,
अनुपलब्ध,00002352,
अनुपस्थित,00000085,
अनुपाय,00017513,00022278,
अनुभवजन्य,00035462,
अनुभवसिद्ध,00017569,
अनुभविक,00017569,
अनुभवी,00000100,
अनुभूत,00010821,
अनुमती_मिळालेला,00000557,
अनुमानसिद्ध,00017581,
अनुमानित,00010732,
अनुमित,00010732,
अनुमेय,00017586,
अनुमोदक,00001822,
अनुयायी,00006839,
अनुयोगी,00017609,
अनुरंजक,00017612,
अनुरंजित,00017613,
अनुरक्त,00000113,00003609,
अनुरत,00000113,
अनुरागी,00000113,00003609,
अनुरूप,00002923,
अनुलक्ष्यित,00001352,
अनुवाद_करण्याजोगा,00017709,
अनुवादक,00001273,
अनुवादित,00000145,
अनुवाद्य,00017709,00017710,
अनुशासनात्मक,00016078,
अनुशासनीय,00000327,00017764,
अनुशासित,00017777,
अनुष्ठाता,00033708,
अनुसारित,00000140,
अनुसृत,00000140,
अनुस्यूत,00011208,
अनृण,00017906,
अनृणी,00008590,00017906,
अनेक,00000118,
अनेकांगी,00031602,
अनेकांपैकी_एक,00018058,
अनेकाक्षरी,00017930,
अनेकार्थी,00017929,
अनैच्छिक,00000329,
अनैतिक,00000729,
अनैतिहासिक,00017935,
अनैसर्गिक,00000981,00032318,
अनोखा,00002687,
अनोळखी,00002490,
अनौपचारिक,00010363,
अनौरस,00005592,
अन्नग्राही,00018008,
अन्नभोक्ता,00018008,
अन्नभोगी,00018008,
अन्नमय,00017999,
अन्नार्थी,00018009,
अन्य,00001815,00000155,
अन्य_गोत्री,00018010,
अन्य_गोत्रीय,00018010,
अन्यदीय,00018074,
अन्यमनस्क,00018056,
अन्यमना,00018056,
अन्यमानस,00018056,
अन्यवर्ण,00018090,
अन्यायविषयक,00001650,
अन्यायी,00000542,00002640,
अन्याय्य,00001599,
अन्यासक्त,00018098,
अन्योत्सुक,00018103,
अन्वर्थक,00018133,
अन्वेषक,00010119,
अन्वेषित,00018202,
अपंग,00000160,00011230,00001990,
अपकर्षक,00018209,
अपकारक,00001133,00000325,
अपकारी,00000325,
अपकीर्तिकारक,00014556,
अपकीर्तिकारी,00014556,
अपकीर्तीकारक,00014556,
अपकीर्तीकारी,00014556,
अपक्व,00002283,
अपक्ष,00018284,
अपक्षिप्त,00018306,
अपघाती,00000576,
अपतित,00014979,
अपत्नीक,00023227,
अपभ्रष्ट,00023649,
अपमान_करण्याजोगा,00018635,
अपमानकारक,00018617,
अपमानित,00003863,
अपयशी,00003195,
अपरंपार,00002137,
अपरतावाशील,00022279,
अपराजित,00002327,
अपराधमुक्त,00006511,
अपराधी,00000172,00020497,
अपरावर्ती,00020501,
अपरिचित,00002490,
अपरिपक्व,00054334,00020509,
अपरिमित,00002137,00002280,00002403,00002090,00022403,
अपरिवर्तनीय,00002316,
अपरिवर्तित,00005794,
अपरिष्कृत,00002822,
अपरिहार्य,00002248,00004004,
अपरूप,
अपरोक्ष_उच्चारला_गेलेला,00017887,
अपरोक्ष_बोलला_गेलेला,00017887,
अपरोक्ष_म्हटला_गेलेला,00017887,
अपवाहक,00021920,
अपवित्र,00001777,
अपव्ययी,00001569,00002618,
अपसव्य,00021971,
अपसारित,00021975,
अपसृत,00021975,00021978,
अपहृत,00003578,
अपात्र,00001725,
अपायकारक,00001133,
अपार,00002137,00002138,
अपारदर्शक,00006682,
अपारदर्शी,00006682,
अपुच्छ,00019406,
अपुरा,00002788,00003091,
अपुष्प,00000646,
अपूजनीय,00016609,
अपूज्य,00016609,
अपूर्ण,00001113,00002788,
अपूर्व,00002687,
अपेक्षणीय,00010021,
अपेक्षाविरहित,00016281,
अपेक्षित,00001115,00010732,
अपेय,00022092,
अप्रकाशित,00022255,
अप्रगल्भ,00020509,
अप्रचलित,00000028,
अप्रतिम,00002290,
अप्रत्यक्ष,00002112,
अप्रभावित,00010392,
अप्रमाण,00037578,
अप्रमाणित,00002643,
अप्रमेय,00022403,00022430,
अप्रयत्नशील,00030560,
अप्रयोजक,00002858,
अप्रवाही,00000447,
अप्रविष्ट,00000003,
अप्रवेश्य,00002348,
अप्रशंसनीय,00022464,
अप्रशस्त,00000190,00002039,
अप्रशिक्षित,00001445,
अप्रसन्न,00002946,
अप्रसिद्ध,00002262,
अप्राप्त,00022488,
अप्राप्य,00000522,
अप्रामाणिक,00005295,
अप्रासंगिक,00002858,00022502,
अप्रिय,00001367,00001369,
अप्रूप,00002687,
अप्रौढ,00002515,
अफगाणिस्तानी,00019578,00013051,
अफगाणी,00019578,00013051,
अफवाई,00022566,
अफिण्या,00002908,
अफिमी,00002908,
अफिम्या,00002908,
अफीणबाज,00002908,
अफीमबाज,00002908,
अफूचा,00022584,
अबला,00011354,
अबोधनीय,00023070,00023054,
अबोध्य,00023070,00023054,
अबोल,00003095,
अबोली,00035667,
अब्ज,00010986,
अब्जावधी,00035665,
अब्रह्मण्य,00025409,
अभंग,00002313,00023156,
अभंगी,00023159,
अभंजनीय,00002247,
अभक्ष्य,00002334,
अभद्र,00000190,00002272,
अभागी,00002279,
अभावग्रस्त,00023270,
अभिचारक,00023335,
अभिचारी,00023335,
अभिचारीक,00023335,
अभिजात,00003207,
अभिज्ञ,00000100,
अभिज्ञात,00023414,
अभिज्ञेय,00023603,
अभितप्त,00023629,
अभिदिष्ट,00023639,
अभिनंदनीय,00012271,
अभिनंदित,00001668,
अभिनव,00003064,00025555,
अभिनीत,00021843,
अभिन्न,00036360,
अभिप्राय_नसलेला,00016297,
अभिप्राव_नसलेला,00016297,
अभिप्रेत_नसलेला,00016297,
अभिमंत्रित,00008306,
अभिमत,00016298,
अभिमानी,00000832,00054003,00002853,
अभिलक्षित,00026253,
अभिलाषित,00001348,
अभिलाषी,00001828,
अभिवृद्धिकारक,00000790,
अभिव्यक्त,00004041,
अभिव्यक्तिशील,
अभिषिक्त,00023052,00023487,00023488,
अभीप्सित,00001348,
अभीष्ट,00001348,
अभूतपूर्व,00002687,
अभेद्य,00001181,
अभोग,00025372,
अभोगी,00000102,
अभोग्य,00028017,
अभोज्य,00002334,
अभ्यसनीय,00038613,
अभ्यस्त,00003013,
अभ्यार्थित,00020225,
अभ्यास_न_करणारा,00016333,
अभ्यासपूर्ण,00036357,
अभ्यासात_व्यग्र,00015893,
अभ्यासी,00015892,
अभ्यासू,00035660,
अभ्ररहित,00001158,
अभ्रांत,00022365,
अभ्राच्छादित,00007123,
अमंगल,00001777,
अमंगळ,00000002,00001777,
अमका,00004961,00019098,
अमकाढमका,00019098,
अमकातमका,00019098,
अमर,00002136,00002865,
अमराठी,00036763,
अमर्याद,00000939,00002137,00002138,00022403,00003465,
अमर्यादीत,00000939,
अमली,00004946,
अमहत्त्वाकांक्षी,00002930,
अमहारिक,00020116,
अमाननीय,00016609,
अमानुष,00010679,
अमान्य,00000899,00005363,00029234,
अमाप,00015205,
अमापित,00002492,
अमापीव,00002492,
अमित,00002280,
अमिश्र,00003072,
अमिश्रित,00003072,00029305,
अमुक,00004961,00019098,
अमुकअमुक,00004961,
अमुकतमुक,00019098,
अमुक्त,00029321,
अमूर्त,00001989,
अमूल्य,00002851,
अमृतपी,00030528,
अमृतप्राशी,00030528,
अमेय,00002280,
अमेरिकन,00013405,
अमेरिकी,00013405,
अमोघ,
अमोल,00002851,
अम्लान,00002503,
अयशस्वी,00003195,
अयाचित,00051083,00030578,
अयोग्य,00000023,00002039,00001725,
अरधबोबडा,00015321,
अरबपती,00035426,
अरबी,00035553,00007687,
अरस,00001370,
अरसिक,00008072,
अराजक,00012621,
अराजकी,00012622,
अराजपत्रित,00010405,
अरिमर्दन,00030747,
अरुंद,00003094,
अरुच,00012801,
अरुणाचली,00030350,
अरुणाचलीय,00030350,
अरूवार,00006382,
अर्क,00001407,
अर्जदार,00003011,
अर्जित,00051086,00016373,
अर्जेंटीनायी,00019904,
अर्थगत,00026508,
अर्थपूर्ण,00007087,
अर्थशास्त्रीय,00003541,
अर्थशून्य,00006491,
अर्थहीन,00006491,
अर्थानुसारी,00018133,
अर्थीय,00026508,
अर्ध_कोटी,00031032,
अर्धकच्चा,00002697,00015322,00015320,
अर्धकुशल,00036358,
अर्धचंद्राकार,00035552,
अर्धनग्न,00034294,
अर्धपारदर्शक,00023687,
अर्धबोबडा,00015321,
अर्धमेला,00002707,
अर्धवट,00000027,00002788,
अर्धवर्तुळाकार,00035552,
अर्धवेळ,00008472,
अर्धा,00002686,
अर्धोन्मीलित,00002708,
अर्पणीय,00031072,
अर्पित,00010182,00025153,
अर्वाच्य,
अर्हता_नसलेला,00001725,
अल_कायदा,00030687,
अल-कायदा,00030687,
अलंकृत,00001163,
अलंघनीय,00031106,
अलंघ्य,00031106,
अलग,00005645,
अलभ्य,00000522,00051089,
अलिखित,00001944,00035550,
अलौकिक,00002500,00022253,
अल्प,00003092,
अल्पकालीन,00004564,
अल्पजीवी,00001196,
अल्पज्ञ,00031279,
अल्पज्ञानी,00031279,00031282,
अल्पबुद्धी,00031281,
अल्पभाष,00003095,
अल्पभाषी,00003095,
अल्पवयस्क,00002515,
अल्पवयीन,00002515,
अल्पव्ययी,00013795,
अल्पशिक्षित,00004470,
अल्पसंख्य,00001703,
अल्पसंख्याक,00001703,
अल्पायुष,00001196,
अल्पायुषी,00001196,
अल्पायू,00001196,
अल्पाहारी,00000657,
अल्बेनियन,00019465,00019466,
अल्बेनियाई,00019171,
अळणी,00031242,00012882,
अळवणी,00031242,
अवकाळी,00016647,
अवकाळ्या,00016647,
अवखळ,00006358,
अवगत,00001414,
अवघड,00009132,00011241,00023070,
अवघा,00012313,
अवजड,00001289,
अवज्ञाकारी,00016550,
अवताराचा,00000894,
अवतारी,00004492,
अवतीर्ण,00003127,
अवधनीय,00022596,
अवधी,00031568,
अवध्य,00022598,00022638,00022596,
अवनत,00012761,
अवनतिकारक,00000765,
अवरुद्ध,00001087,
अवरोधक,00002574,
अवरोधित,00001087,
अवर्णनीय,00002220,
अवर्णित,00016792,
अवर्ण्य,00002220,
अवलंबनीय,00033634,
अवलक्षणी,00031127,
अवलोकित,00001657,
अवशिष्ट,00007074,
अवश्य,00005365,
अवश्यक,00033395,
अवसरवादी,00031706,
अवसरोचित,00001131,
अवसर्पिणी,00031707,
अवसानयुक्त,00005674,
अवस्तु,00031725,
अवांतर,00001815,
अवाचनीय,00018359,
अवाढव्य,00002603,
अवास्तव,00000249,
अविकलेला,00010731,
अविकसित,00036354,
अविक्रीत,00031787,
अविख्यात,00002262,
अविचल,00000918,00002422,00002433,
अविचारित,00002437,
अविचारी,00002516,
अविज्ञात,00031789,
अविद्य,00002517,
अविद्राव्य,00010706,
अविधि,00031808,
अविनयशील,00000190,00002299,
अविनाशी,00002136,
अविभक्त,00002328,
अविभाजनीय,00023234,
अविभाजित,00002328,
अविभाज्य,00023234,
अविरत,00006306,
अविवाहित,00002841,
अविवाहिता,00004401,
अविवेकी,00002516,
अविश्रांत,00006306,00054251,00015243,
अविश्वसनीय,00002411,
अविश्वासी,00001323,
अविश्वासू,00002411,00001323,
अविश्वासूक,00001323,
अविस्मरणीय,00010287,
अविहित,00031880,
अवेच,00003950,
अवेळी,00002257,
अवैज्ञानिक,00002149,00003190,
अवैदिक,00031913,00031901,
अवैध,00000729,00004871,
अवैधानिक,00034398,
अव्यंग,00000194,
अव्यक्त,00015184,
अव्यय,00011380,
अव्यवस्थित,00000060,00051623,00000026,
अव्यवहारी,00002506,
अव्युत्पन्न,00032024,00032026,
अव्रण,00032028,
अव्वल,00002360,00006963,
अशक्त,00000690,
अशक्य,00002414,
अशब्द,00032051,
अशरीर,00002252,
अशा_प्रकारचा,00003930,
अशांत,00001353,00001729,
अशारीर,00003420,
अशाश्वत,00000935,
अशासकीय,00026445,
अशास्त्र,00010101,
अशास्त्रीय,00010101,
अशिक्षित,00002517,
अशिष्ट,00000190,00002039,00002272,00002299,
अशुद्ध,00000179,00002419,00012750,
अशुभ,00000002,00003180,
अशुभ_बातमी,00002895,
अशुभ_वार्ता,00002895,
अशुभ्र,00032069,
अशोकचक्र,00036880,00036881,
अशोधित,00000179,
अशोभनीय,00002039,00024923,
अश्रद्ध,00036195,
अश्रद्धेय,00032050,
अश्रवणीय,
अश्राव्य,
अश्रुत,00002866,
अश्रुपूर्ण,00004133,
अश्लील,00003186,00006851,
अश्लील_नसलेला,00001523,
अश्लील_पत्र,00002938,
अश्वेत,00002389,00032069,
अष्टकोनी,00025471,
अष्टदल,00032206,
अष्टदळ,00032206,
अष्टधातू,00032208,
अष्टपैलू,00015117,
अष्टभुज,00025472,
अष्टभुजा,00025472,
अष्टभुजी,00032213,
अष्टम,00008510,00013717,
अष्टांगी,00015116,00032182,
अष्टाक्षरी,00032226,
असंख्य,00002280,
असंगठित,00000152,
असंतुलित,00035847,00035845,
असंतुष्ट,00002633,00002946,
असंतोषी,00032238,
असंदिग्ध,00001418,
असंबद्ध,00002836,00006491,00010710,
असंभवनीय,00002414,
असंभाव्य,00002414,
असंयत,00010345,
असंयमित,00010345,
असंयमी,00001334,
असंविधानिक,00034398,
असंवैधानिक,00034398,
असंशायात्मक,00006540,
असत्य,00000788,
असन्माननीय,00016609,
असभ्य,00000190,00002272,00024923,
असमंजस,00002516,00002849,
असमर्थ,00018204,
असमाधानकारक,00006683,
असमाधानी,00002633,
असमृद्धीप्रद,00000836,
असली,00024185,
असहनीय,00004002,
असहमत,00015510,00015511,
असहाय,00000035,00000036,00003213,
असहाय्य,00016424,
असहिष्णू,00003999,
असह्य,00004002,
असा,00003930,
असांप्रदायिक,00010436,
असांविधानिक,00034398,
असातसा,00019098,
असाधारण,00002500,00003662,
असाधू,00002701,
असाध्नीय,00003194,
असाध्य,00003194,00003214,
असामाजिक,00011429,
असामान्य,00001164,00002500,00003662,
असार,00001370,
असावध,00002440,
असित,00032069,
असिद्ध,00022430,
असिधारी,00021280,
असीम,00000939,00002137,00002138,
असुखी,00001485,
असुरक्षित,00034799,
असुविधाजनक,00004227,
असैन्य,00035563,
असोल,00016010,
असोला,00016010,
अस्खलित,00007631,
अस्त,00002682,
अस्त_न_झालेला,00016504,
अस्तंगत,00002682,
अस्ताजवळचा,00016165,
अस्तानिकटचा,00016165,
अस्ताव्यस्त,00000060,
अस्तासमीपचा,00016165,
अस्तित्त्ववादी,00035541,
अस्तित्ववादी,00035541,
अस्तित्वहीन,00016505,
अस्थिचा,00001033,
अस्थिमय,00001033,
अस्थिर,00001331,00001729,
अस्थिरोगाचा,00035935,
अस्थिहीन,00000691,
अस्पर्शित,00016012,
अस्पर्शीत,00014985,
अस्पष्ट,00002521,00007489,
अस्पृश्य,00002474,
अस्पृष्ट,00014983,00016012,
अस्वच्छ,00002419,
अस्वस्थ,00001353,
अस्वाभाविक,00001164,
अस्वास्थ्यकर,00028618,
अस्वास्थ्यकारक,00018535,
अस्वीकार्य,00005363,
अस्वीकृत,00003269,00000550,
अस्सल,00000161,00001365,00001918,
अहंकारी,00002853,
अहंमन्य,00002853,
अहरणीय,00032482,
अहिंसक,00001606,
अहिंस्र,00001606,
अहितकर,00018535,
अहेतुक,00016302,
अ‍ॅन्टिबायोटिक,00010260,
आंगिक,00003508,
आंगिकारलेला,00002004,
